walk_data_1.TimeStamp, walk_data_1.timeStamp (ms), walk_data_1.accelX, walk_data_1.accelY, walk_data_1.accelZ, walk_data_1.gyroX, walk_data_1.gyroY, walk_data_1.gyroZ, walk_data_2.TimeStamp, walk_data_2.timeStamp (ms), walk_data_2.accelX, walk_data_2.accelY, walk_data_2.accelZ, walk_data_2.gyroX, walk_data_2.gyroY, walk_data_2.gyroZ
Mon Sep 26 15:14:39 2016, 1597, -6718, 1376, 7728, 55, 9270, -895, Mon Sep 26 15:19:22 2016, 1778, -2154, 9858, 23898, 314, -4844, -2637
Mon Sep 26 15:14:39 2016, 1607, -4034, -326, 8702, 140, 11067, -736, Mon Sep 26 15:19:22 2016, 1788, 1086, 7658, 16892, -843, -7328, -2170
Mon Sep 26 15:14:39 2016, 1617, -8948, 2044, 8518, 476, 12407, -494, Mon Sep 26 15:19:22 2016, 1798, 2924, 4040, 10668, -1471, -7978, -2016
Mon Sep 26 15:14:39 2016, 1627, -3146, 1400, 5166, 771, 15296, -847, Mon Sep 26 15:19:22 2016, 1808, 2036, 3786, 10012, -1215, -7763, -1946
Mon Sep 26 15:14:39 2016, 1637, -9072, 798, 6144, 3188, 16955, 172, Mon Sep 26 15:19:22 2016, 1818, -1140, 3684, 10002, -441, -8347, -1504
Mon Sep 26 15:14:39 2016, 1647, -14290, 1746, 7808, 5038, 16540, 1110, Mon Sep 26 15:19:22 2016, 1828, -3276, 3960, 10498, -112, -9302, -1092
Mon Sep 26 15:14:39 2016, 1657, -14848, 1288, 9802, 6845, 15820, 1460, Mon Sep 26 15:19:22 2016, 1838, -3642, 4288, 9228, 262, -10731, -473
Mon Sep 26 15:14:39 2016, 1666, -18566, 4030, 15466, 9136, 14973, 1672, Mon Sep 26 15:19:22 2016, 1848, -3154, 4274, 7348, 282, -11335, -169
Mon Sep 26 15:14:39 2016, 1677, -17280, 2282, 10612, 10291, 12988, 891, Mon Sep 26 15:19:22 2016, 1858, -2928, 3340, 4904, 345, -11474, 98
Mon Sep 26 15:14:39 2016, 1686, -16670, 5438, 14408, 9564, 10222, 694, Mon Sep 26 15:19:22 2016, 1867, -3202, 2662, 3886, 539, -11238, 230
Mon Sep 26 15:14:39 2016, 1696, -10284, 13664, 12014, 8798, 7216, -271, Mon Sep 26 15:19:22 2016, 1878, -5846, 1986, 5706, 1091, -10585, 320
Mon Sep 26 15:14:39 2016, 1707, -3194, 16138, 31324, 7978, 3072, -1788, Mon Sep 26 15:19:22 2016, 1888, -6038, 1450, 5718, 1752, -10789, 597
Mon Sep 26 15:14:39 2016, 1716, -15932, 16718, 32382, 1963, -547, -3107, Mon Sep 26 15:19:22 2016, 1898, -7306, 1646, 6698, 2567, -10656, 803
Mon Sep 26 15:14:39 2016, 1727, -5108, 10160, 24946, 121, -3453, -2798, Mon Sep 26 15:19:23 2016, 1908, -7324, 1952, 6712, 3039, -10761, 1073
Mon Sep 26 15:14:39 2016, 1738, 2508, 5566, 13722, -1678, -6588, -2495, Mon Sep 26 15:19:23 2016, 1918, -7810, 2074, 7472, 3413, -10679, 1639
Mon Sep 26 15:14:39 2016, 1747, 3028, 5056, 10832, -2159, -6834, -2408, Mon Sep 26 15:19:23 2016, 1927, -8282, 2114, 7690, 3479, -10577, 2064
Mon Sep 26 15:14:39 2016, 1756, 312, 3334, 8108, -1486, -6961, -2400, Mon Sep 26 15:19:23 2016, 1938, -9622, 1688, 8588, 3427, -10488, 2742
Mon Sep 26 15:14:39 2016, 1767, 382, 3448, 7992, -1140, -7229, -2138, Mon Sep 26 15:19:23 2016, 1947, -10194, 1492, 8820, 3225, -10427, 3210
Mon Sep 26 15:14:39 2016, 1776, -984, 4140, 8380, -1145, -7957, -1835, Mon Sep 26 15:19:23 2016, 1958, -10174, 638, 9402, 2956, -10415, 3906
Mon Sep 26 15:14:39 2016, 1786, -2158, 4462, 7964, -1327, -8433, -1754, Mon Sep 26 15:19:23 2016, 1967, -10208, 616, 8954, 2706, -10307, 4324
Mon Sep 26 15:14:39 2016, 1797, -3140, 4394, 7424, -1751, -8987, -1698, Mon Sep 26 15:19:23 2016, 1977, -9764, -60, 9522, 2329, -10186, 4929
Mon Sep 26 15:14:39 2016, 1806, -3516, 3896, 7150, -1979, -9374, -1641, Mon Sep 26 15:19:23 2016, 1988, -9334, -624, 9906, 2040, -9867, 5172
Mon Sep 26 15:14:39 2016, 1817, -3440, 3634, 6058, -1988, -9744, -1454, Mon Sep 26 15:19:23 2016, 1997, -9786, -1144, 10646, 1891, -9662, 5186
Mon Sep 26 15:14:39 2016, 1826, -3860, 3948, 6396, -1784, -10016, -1354, Mon Sep 26 15:19:23 2016, 2008, -10370, -1172, 11866, 1800, -9500, 5082
Mon Sep 26 15:14:39 2016, 1837, -3636, 3010, 5904, -943, -9668, -1149, Mon Sep 26 15:19:23 2016, 2017, -12390, -1054, 13382, 1706, -9515, 4714
Mon Sep 26 15:14:39 2016, 1847, -3996, 2464, 4238, -356, -9602, -815, Mon Sep 26 15:19:23 2016, 2028, -13160, -686, 14042, 1643, -9729, 4387
Mon Sep 26 15:14:39 2016, 1857, -5524, 3340, 6236, 674, -9418, -256, Mon Sep 26 15:19:23 2016, 2037, -13832, 358, 14588, 1486, -10135, 3838
Mon Sep 26 15:14:39 2016, 1867, -7102, 4040, 7062, 1152, -9503, 269, Mon Sep 26 15:19:23 2016, 2048, -15004, 1136, 14350, 1362, -10323, 3433
Mon Sep 26 15:14:39 2016, 1876, -7568, 4610, 7632, 1405, -9844, 1101, Mon Sep 26 15:19:23 2016, 2058, -17304, 1248, 13414, 1347, -10594, 3018
Mon Sep 26 15:14:39 2016, 1887, -8130, 4528, 7592, 1343, -9982, 1649, Mon Sep 26 15:19:23 2016, 2068, -18034, 1420, 12078, 1649, -10655, 2899
Mon Sep 26 15:14:39 2016, 1897, -8624, 3922, 7248, 1352, -10149, 2502, Mon Sep 26 15:19:23 2016, 2078, -18442, 294, 6418, 2618, -10388, 2900
Mon Sep 26 15:14:39 2016, 1907, -8890, 3486, 7372, 1362, -10188, 3050, Mon Sep 26 15:19:23 2016, 2088, -18414, -878, 2612, 4098, -9151, 3263
Mon Sep 26 15:14:39 2016, 1917, -9922, 3396, 7050, 1527, -9964, 3796, Mon Sep 26 15:19:23 2016, 2098, -18730, -2910, -1216, 5024, -7959, 3759
Mon Sep 26 15:14:39 2016, 1927, -9212, 2230, 8444, 1397, -9865, 4280, Mon Sep 26 15:19:23 2016, 2108, -20358, -6134, -2642, 5847, -6722, 4359
Mon Sep 26 15:14:40 2016, 1936, -10502, 1622, 8430, 1486, -9879, 4649, Mon Sep 26 15:19:23 2016, 2117, -25392, -5212, -7230, 6275, -5578, 5064
Mon Sep 26 15:14:40 2016, 1947, -10506, 1830, 9320, 1378, -9946, 4711, Mon Sep 26 15:19:23 2016, 2128, -24976, -4580, -12028, 5100, -4654, 4761
Mon Sep 26 15:14:40 2016, 1957, -10502, 1646, 9400, 1043, -9868, 4630, Mon Sep 26 15:19:23 2016, 2137, -22422, -5464, -15406, 1835, -2075, 3141
Mon Sep 26 15:14:40 2016, 1967, -10504, 1226, 9198, 888, -9731, 4485, Mon Sep 26 15:19:23 2016, 2148, -20786, -5386, -13478, -367, 84, 1659
Mon Sep 26 15:14:40 2016, 1976, -10306, 1130, 9120, 829, -9358, 4235, Mon Sep 26 15:19:23 2016, 2157, -20192, -4404, -6226, -2812, 2598, -508
Mon Sep 26 15:14:40 2016, 1987, -10268, 1054, 9074, 873, -9024, 3975, Mon Sep 26 15:19:23 2016, 2167, -19054, -4546, -622, -3327, 3295, -1441
Mon Sep 26 15:14:40 2016, 1997, -10418, 1354, 9326, 957, -8478, 3545, Mon Sep 26 15:19:23 2016, 2177, -16068, -864, 3070, -3089, 3346, -1789
Mon Sep 26 15:14:40 2016, 2006, -11864, 1806, 10606, 1018, -8232, 3257, Mon Sep 26 15:19:23 2016, 2188, 13074, -456, -12810, -2663, 6172, -2837
Mon Sep 26 15:14:40 2016, 2017, -13016, 1840, 11872, 1284, -8204, 2927, Mon Sep 26 15:19:23 2016, 2197, -6914, 7920, 2688, -4365, 7640, -3824
Mon Sep 26 15:14:40 2016, 2026, -13748, 3042, 13594, 1405, -8460, 2703, Mon Sep 26 15:19:23 2016, 2208, 7292, 6606, 14182, -5131, 7854, -4845
Mon Sep 26 15:14:40 2016, 2037, -14768, 3336, 13920, 1547, -8992, 2344, Mon Sep 26 15:19:23 2016, 2217, 322, -8738, 2202, -3329, 10646, -2510
Mon Sep 26 15:14:40 2016, 2047, -14018, 2966, 12320, 1699, -9395, 2170, Mon Sep 26 15:19:23 2016, 2227, -16964, -9064, 18188, -1726, 11274, -1787
Mon Sep 26 15:14:40 2016, 2056, -13742, 244, 9380, 2628, -9619, 2375, Mon Sep 26 15:19:23 2016, 2237, -16210, -6980, 21696, -831, 9990, -1389
Mon Sep 26 15:14:40 2016, 2067, -13236, -476, 5046, 3514, -9273, 2497, Mon Sep 26 15:19:23 2016, 2248, -13520, 3274, 10822, -503, 9199, -1335
Mon Sep 26 15:14:40 2016, 2077, -14832, -798, 3570, 4319, -8379, 2499, Mon Sep 26 15:19:23 2016, 2258, -9698, 8054, 11164, -894, 7825, -464
Mon Sep 26 15:14:40 2016, 2087, -17910, -1668, 636, 4519, -7978, 2409, Mon Sep 26 15:19:23 2016, 2268, -6998, 1644, 9426, -729, 8476, -1304
Mon Sep 26 15:14:40 2016, 2096, -18480, -3130, -3564, 4522, -7646, 2348, Mon Sep 26 15:19:23 2016, 2277, -13548, 32, 8114, -2279, 5381, -637
Mon Sep 26 15:14:40 2016, 2106, -18706, -4534, -10624, 4214, -6195, 2273, Mon Sep 26 15:19:23 2016, 2288, -8734, -472, 10720, -2125, 4537, -801
Mon Sep 26 15:14:40 2016, 2116, -18686, -4630, -13166, 3436, -4506, 1986, Mon Sep 26 15:19:23 2016, 2297, -8874, 390, 9858, -1846, 3444, -1123
Mon Sep 26 15:14:40 2016, 2127, -18608, -2576, -13352, 1047, -1406, 1012, Mon Sep 26 15:19:23 2016, 2307, -6850, 300, 6844, -2055, 2723, -1043
Mon Sep 26 15:14:40 2016, 2136, -17918, -2312, -11026, -1261, 705, -5, Mon Sep 26 15:19:23 2016, 2318, -6044, -1344, 8220, -1723, 2086, -1123
Mon Sep 26 15:14:40 2016, 2146, -19840, -2744, -6340, -4136, 2949, -1232, Mon Sep 26 15:19:23 2016, 2328, -5028, 2006, 8132, -1615, 1433, -996
Mon Sep 26 15:14:40 2016, 2156, -17966, -3356, -2844, -5103, 3759, -1874, Mon Sep 26 15:19:23 2016, 2338, -4214, 808, 6938, -1713, 1000, -1141
Mon Sep 26 15:14:40 2016, 2167, -15208, -3082, -1992, -4935, 4582, -1681, Mon Sep 26 15:19:23 2016, 2348, -3626, -440, 7826, -1547, 864, -1148
Mon Sep 26 15:14:40 2016, 2176, -13214, -1842, -940, -4528, 5301, -1282, Mon Sep 26 15:19:23 2016, 2357, -4228, 1178, 7420, -1508, 625, -1058
Mon Sep 26 15:14:40 2016, 2187, -12638, -532, 1294, -4312, 6570, -636, Mon Sep 26 15:19:23 2016, 2367, -3572, 60, 7570, -1344, 511, -987
Mon Sep 26 15:14:40 2016, 2197, 12232, -4220, 10404, -4118, 7615, -170, Mon Sep 26 15:19:23 2016, 2377, -4300, 28, 7410, -920, 441, -750
Mon Sep 26 15:14:40 2016, 2207, 6560, 4616, 10276, -3756, 8555, -794, Mon Sep 26 15:19:23 2016, 2388, -3578, 302, 7142, -602, 583, -516
Mon Sep 26 15:14:40 2016, 2217, 15100, -4424, -7434, -4110, 12915, -2521, Mon Sep 26 15:19:23 2016, 2397, -4556, 796, 7406, -530, 601, -358
Mon Sep 26 15:14:40 2016, 2227, -16948, -7804, 13618, 2618, 15502, -193, Mon Sep 26 15:19:23 2016, 2407, -4102, 576, 7308, -494, 744, -283
Mon Sep 26 15:14:40 2016, 2237, -21746, -2410, 32226, 1599, 13339, -252, Mon Sep 26 15:19:23 2016, 2417, -4528, 796, 7282, -475, 895, -189
Mon Sep 26 15:14:40 2016, 2247, -26626, 18888, 32767, -1096, 10258, -842, Mon Sep 26 15:19:23 2016, 2427, -4232, 1144, 7374, -393, 856, -197
Mon Sep 26 15:14:40 2016, 2257, -32768, 12178, 10060, -4672, 6750, -1923, Mon Sep 26 15:19:23 2016, 2437, -3912, 1352, 7146, -335, 931, -333
Mon Sep 26 15:14:40 2016, 2267, -246, -19316, 18036, -2417, 5230, -3032, Mon Sep 26 15:19:23 2016, 2447, -4136, 954, 6990, -235, 1032, -414
Mon Sep 26 15:14:40 2016, 2277, -650, -10848, 5808, -1579, 2487, -1302, Mon Sep 26 15:19:23 2016, 2457, -4814, -38, 7190, -87, 1017, -412
Mon Sep 26 15:14:40 2016, 2286, -10254, 8788, 8368, -2405, 2494, -1021, Mon Sep 26 15:19:23 2016, 2468, -4612, 260, 7028, 43, 888, -333
Mon Sep 26 15:14:40 2016, 2297, -6588, 360, 7498, -2195, 914, -1315, Mon Sep 26 15:19:23 2016, 2477, -4188, 156, 6970, 102, 908, -204
Mon Sep 26 15:14:40 2016, 2306, -5914, 458, 7048, -1838, 293, -1150, Mon Sep 26 15:19:23 2016, 2488, -4184, 334, 7016, 149, 934, -90
Mon Sep 26 15:14:40 2016, 2317, -5188, 134, 8082, -1027, -141, -652, Mon Sep 26 15:19:23 2016, 2497, -4260, 584, 6882, 119, 1008, -65
Mon Sep 26 15:14:40 2016, 2327, -4188, 1366, 7352, -942, -228, -629, Mon Sep 26 15:19:23 2016, 2508, -4284, 560, 6840, 136, 1069, -63
Mon Sep 26 15:14:40 2016, 2336, -3494, 732, 7126, -791, -216, -590, Mon Sep 26 15:19:23 2016, 2518, -4472, 458, 6742, 163, 1075, -71
Mon Sep 26 15:14:40 2016, 2347, -3908, 564, 7640, -600, -156, -505, Mon Sep 26 15:19:23 2016, 2528, -4454, 526, 6548, 174, 1049, -53
Mon Sep 26 15:14:40 2016, 2357, -3826, 318, 7504, -562, -177, -491, Mon Sep 26 15:19:23 2016, 2538, -4198, 810, 6700, 154, 984, -154
Mon Sep 26 15:14:40 2016, 2368, -3086, 164, 7460, -517, -40, -422, Mon Sep 26 15:19:23 2016, 2547, -4336, 772, 6530, 159, 981, -240
Mon Sep 26 15:14:40 2016, 2378, -4390, 1098, 7332, -645, 68, -484, Mon Sep 26 15:19:23 2016, 2557, -5014, 1704, 6394, 142, 919, -274
Mon Sep 26 15:14:40 2016, 2388, -2584, 410, 7410, -425, 97, -274, Mon Sep 26 15:19:23 2016, 2567, -4576, 798, 6356, 184, 848, -394
Mon Sep 26 15:14:40 2016, 2398, -3210, 662, 7632, -405, 523, -203, Mon Sep 26 15:19:23 2016, 2577, -4562, 572, 6542, 174, 655, -477
Mon Sep 26 15:14:40 2016, 2408, -3590, 542, 7534, -353, 594, -142, Mon Sep 26 15:19:23 2016, 2587, -4472, 446, 6596, 147, 600, -471
Mon Sep 26 15:14:40 2016, 2418, -3638, 708, 7592, -328, 667, -105, Mon Sep 26 15:19:23 2016, 2597, -4542, 58, 6466, 182, 620, -410
Mon Sep 26 15:14:40 2016, 2427, -3468, 678, 7190, -215, 738, -109, Mon Sep 26 15:19:23 2016, 2607, -4280, 128, 7046, 181, 615, -355
Mon Sep 26 15:14:40 2016, 2436, -3698, 1286, 7232, -100, 702, -178, Mon Sep 26 15:19:23 2016, 2617, -4260, 266, 6574, 164, 779, -264
Mon Sep 26 15:14:40 2016, 2447, -3736, 1330, 7166, -24, 546, -353, Mon Sep 26 15:19:23 2016, 2627, -4414, 564, 6458, 169, 904, -238
Mon Sep 26 15:14:40 2016, 2457, -3366, 80, 7586, 56, 424, -431, Mon Sep 26 15:19:23 2016, 2637, -4478, 688, 6488, 181, 1207, -198
Mon Sep 26 15:14:40 2016, 2467, -3518, 462, 7042, 90, 428, -410, Mon Sep 26 15:19:23 2016, 2647, -4294, 472, 6720, 154, 1396, -197
Mon Sep 26 15:14:40 2016, 2476, -3518, 496, 7258, 150, 468, -363, Mon Sep 26 15:19:23 2016, 2657, -4186, 726, 6710, 108, 1822, -199
Mon Sep 26 15:14:40 2016, 2487, -3664, 70, 7316, 175, 543, -350, Mon Sep 26 15:19:23 2016, 2667, -4174, 390, 7210, 203, 2114, -169
Mon Sep 26 15:14:40 2016, 2497, -3884, 148, 7002, 168, 549, -305, Mon Sep 26 15:19:23 2016, 2677, -4680, 618, 6848, 265, 2754, -188
Mon Sep 26 15:14:40 2016, 2507, -3952, 572, 7262, 212, 600, -231, Mon Sep 26 15:19:23 2016, 2688, -4596, 428, 6650, 308, 3421, -234
Mon Sep 26 15:14:40 2016, 2517, -3992, 594, 7598, 217, 560, -242, Mon Sep 26 15:19:23 2016, 2697, -4884, 722, 6544, 251, 3932, -199
Mon Sep 26 15:14:40 2016, 2527, -3920, 376, 7158, 217, 600, -264, Mon Sep 26 15:19:23 2016, 2708, -5764, 864, 6328, 415, 4143, -169
Mon Sep 26 15:14:40 2016, 2537, -4362, 502, 6090, 165, 759, -295, Mon Sep 26 15:19:23 2016, 2717, -5766, 594, 6748, 431, 4598, -29
Mon Sep 26 15:14:40 2016, 2547, -3528, 522, 7624, 260, 777, -279, Mon Sep 26 15:19:23 2016, 2728, -6304, 512, 6710, 230, 5200, -61
Mon Sep 26 15:14:40 2016, 2557, -5434, -52, 856, -4, 1821, -314, Mon Sep 26 15:19:23 2016, 2738, -5588, -492, 7824, -352, 6073, 17
Mon Sep 26 15:14:40 2016, 2567, -3464, 302, 8508, 489, 652, -184, Mon Sep 26 15:19:23 2016, 2748, -4340, 228, 7822, -615, 6686, 41
Mon Sep 26 15:14:40 2016, 2577, -3744, 1286, 6582, 252, 1569, -478, Mon Sep 26 15:19:23 2016, 2758, -5392, 786, 7448, -690, 8501, 184
Mon Sep 26 15:14:40 2016, 2587, -4274, 1620, 8740, 374, 1290, -211, Mon Sep 26 15:19:23 2016, 2768, -6602, 1056, 6690, -965, 9437, -9
Mon Sep 26 15:14:40 2016, 2597, -4564, -2252, 1144, 312, 1973, -215, Mon Sep 26 15:19:23 2016, 2778, -6650, 1464, 7012, -1266, 11130, -231
Mon Sep 26 15:14:40 2016, 2607, -3320, 4420, 15988, 561, 506, 26, Mon Sep 26 15:19:23 2016, 2788, -5712, 1906, 6672, -1163, 12360, -372
Mon Sep 26 15:14:40 2016, 2617, -684, 1380, 12562, 753, -195, 225, Mon Sep 26 15:19:23 2016, 2797, -7638, 3182, 6502, -413, 13955, -886
Mon Sep 26 15:14:40 2016, 2628, -2678, 394, 11250, 151, 1485, -100, Mon Sep 26 15:19:23 2016, 2808, -5822, 850, 3844, -68, 13644, -771
Mon Sep 26 15:14:40 2016, 2638, -3552, 1128, 6884, 15, 1711, -48, Mon Sep 26 15:19:23 2016, 2818, -11482, 2422, 6940, 1611, 17268, -1171
Mon Sep 26 15:14:40 2016, 2648, -3744, -900, 11598, -281, 2261, -426, Mon Sep 26 15:19:23 2016, 2828, -13418, 3584, 7930, 2674, 17254, -1008
Mon Sep 26 15:14:40 2016, 2658, -4124, -522, 5668, 113, 2381, -348, Mon Sep 26 15:19:23 2016, 2837, -19116, 1934, 12958, 3753, 17019, -2001
Mon Sep 26 15:14:40 2016, 2667, -5526, 1506, 7144, 116, 2669, -316, Mon Sep 26 15:19:23 2016, 2848, -14416, 4146, 10650, 5387, 15964, -2290
Mon Sep 26 15:14:40 2016, 2677, -4946, 114, 7368, 439, 3166, -240, Mon Sep 26 15:19:23 2016, 2858, -18908, 8742, 17642, 7868, 13789, -2304
Mon Sep 26 15:14:40 2016, 2687, -4978, 1470, 6050, 116, 3838, -177, Mon Sep 26 15:19:23 2016, 2868, -32768, -1516, 9758, 7856, 11449, -3780
Mon Sep 26 15:14:40 2016, 2696, -4654, 488, 5928, -126, 4358, -39, Mon Sep 26 15:19:23 2016, 2878, 3410, -948, 20222, 4500, 9684, -5824
Mon Sep 26 15:14:40 2016, 2707, -5000, 436, 6054, 171, 4660, 93, Mon Sep 26 15:19:23 2016, 2888, -9160, 10158, 25558, 2567, 6646, -5900
Mon Sep 26 15:14:40 2016, 2717, -4650, 708, 9412, 320, 4698, 212, Mon Sep 26 15:19:23 2016, 2897, -20780, 15154, 32767, 2860, 6589, -4269
Mon Sep 26 15:14:40 2016, 2727, -5120, 232, 8342, -67, 6123, 188, Mon Sep 26 15:19:24 2016, 2908, -5834, 14796, 32767, 2482, 1292, -3059
Mon Sep 26 15:14:40 2016, 2737, -3816, -706, 8562, -406, 6968, 174, Mon Sep 26 15:19:24 2016, 2917, -4252, 9622, 20996, -539, -3179, -2314
Mon Sep 26 15:14:40 2016, 2747, -6618, 1586, 7510, -808, 8250, 18, Mon Sep 26 15:19:24 2016, 2928, -916, 7214, 15628, -1126, -6033, -1634
Mon Sep 26 15:14:40 2016, 2756, -6196, 1748, 10392, -525, 8974, -206, Mon Sep 26 15:19:24 2016, 2938, 1234, 4730, 10402, -1461, -6736, -984
Mon Sep 26 15:14:40 2016, 2767, -3874, 492, 4494, -1015, 9548, -496, Mon Sep 26 15:19:24 2016, 2948, 1048, 3562, 8032, -1030, -6961, -567
Mon Sep 26 15:14:40 2016, 2777, -7876, 2420, 8046, -1365, 11556, -779, Mon Sep 26 15:19:24 2016, 2958, -244, 2834, 7850, -214, -7460, 175
Mon Sep 26 15:14:40 2016, 2786, -2408, 1564, 7198, -1286, 12873, -745, Mon Sep 26 15:19:24 2016, 2968, -1332, 3142, 7768, 193, -8077, 606
Mon Sep 26 15:14:40 2016, 2796, -3968, 436, 7062, -851, 15732, -1575, Mon Sep 26 15:19:24 2016, 2978, -2180, 3644, 7380, 325, -8920, 833
Mon Sep 26 15:14:40 2016, 2806, -5130, 1196, 5940, -40, 16741, -1186, Mon Sep 26 15:19:24 2016, 2987, -2854, 3538, 6830, 195, -9459, 891
Mon Sep 26 15:14:40 2016, 2816, -10074, 458, 9812, 2873, 18154, -1147, Mon Sep 26 15:19:24 2016, 2997, -3786, 3236, 6784, -66, -10071, 865
Mon Sep 26 15:14:40 2016, 2827, -16314, 3030, 8198, 3704, 17641, -1327, Mon Sep 26 15:19:24 2016, 3008, -4892, 2894, 6562, -103, -10614, 907
Mon Sep 26 15:14:40 2016, 2837, -14964, 2712, 12012, 5799, 15862, -1271, Mon Sep 26 15:19:24 2016, 3017, -7758, 3592, 7066, -236, -11014, 888
Mon Sep 26 15:14:40 2016, 2847, -15682, 1368, 13572, 7455, 14225, -2512, Mon Sep 26 15:19:24 2016, 3028, -7346, 2178, 6758, 397, -11158, 1081
Mon Sep 26 15:14:40 2016, 2856, -7034, 8458, 25124, 6707, 12445, -3050, Mon Sep 26 15:19:24 2016, 3038, -6848, 2038, 5030, 801, -11833, 1314
Mon Sep 26 15:14:40 2016, 2867, -7378, 10162, 14302, 3624, 9628, -6610, Mon Sep 26 15:19:24 2016, 3047, -6516, 2700, 6176, 1080, -11720, 1458
Mon Sep 26 15:14:40 2016, 2877, -4116, 8212, 27268, 2909, 7162, -5588, Mon Sep 26 15:19:24 2016, 3057, -7338, 2798, 5166, 1533, -11640, 1765
Mon Sep 26 15:14:40 2016, 2887, -32768, 9776, 21436, 1482, 4383, -3737, Mon Sep 26 15:19:24 2016, 3067, -7208, 2760, 5484, 1827, -11401, 2055
Mon Sep 26 15:14:40 2016, 2897, -1702, 11984, 32767, 1442, 177, -3395, Mon Sep 26 15:19:24 2016, 3078, -8338, 2464, 5990, 2311, -10959, 2608
Mon Sep 26 15:14:40 2016, 2908, -3840, 9494, 21344, -963, -3446, -3221, Mon Sep 26 15:19:24 2016, 3088, -9444, 2540, 7284, 2516, -10768, 3091
Mon Sep 26 15:14:40 2016, 2918, 170, 4022, 13994, -986, -5671, -2849, Mon Sep 26 15:19:24 2016, 3098, -10834, 2604, 8370, 2791, -10719, 3815
Mon Sep 26 15:14:40 2016, 2928, 672, 3994, 11824, -343, -6408, -2031, Mon Sep 26 15:19:24 2016, 3109, -11218, 2980, 9018, 2797, -10747, 4292
Mon Sep 26 15:14:41 2016, 2938, 1048, 4100, 8764, 170, -6905, -1481, Mon Sep 26 15:19:24 2016, 3118, -11042, 3782, 9574, 2390, -10741, 4947
Mon Sep 26 15:14:41 2016, 2947, 338, 4644, 6248, 151, -6893, -938, Mon Sep 26 15:19:24 2016, 3129, -11484, 3112, 10800, 2001, -10490, 5310
Mon Sep 26 15:14:41 2016, 2957, -770, 5484, 8442, 213, -8062, -146, Mon Sep 26 15:19:24 2016, 3138, -12336, 1850, 11670, 1573, -10522, 5850
Mon Sep 26 15:14:41 2016, 2967, -1938, 5876, 8564, -243, -8541, 293, Mon Sep 26 15:19:24 2016, 3149, -13066, 1478, 13052, 1463, -10502, 6066
Mon Sep 26 15:14:41 2016, 2976, -3334, 5670, 8732, -963, -9458, 909, Mon Sep 26 15:19:24 2016, 3159, -14124, 1008, 14214, 1410, -10654, 6220
Mon Sep 26 15:14:41 2016, 2987, -4938, 4718, 9962, -1146, -10207, 1323, Mon Sep 26 15:19:24 2016, 3168, -15046, 618, 15186, 1500, -10722, 6209
Mon Sep 26 15:14:41 2016, 2996, -966, 4192, 8804, -1213, -10872, 1844, Mon Sep 26 15:19:24 2016, 3178, -16884, 704, 16400, 1699, -11021, 5946
Mon Sep 26 15:14:41 2016, 3007, -6122, 2912, 5118, -802, -10911, 1962, Mon Sep 26 15:19:24 2016, 3187, -20008, 1836, 17662, 1617, -11353, 5450
Mon Sep 26 15:14:41 2016, 3017, -5344, 2438, 5986, -183, -11156, 2400, Mon Sep 26 15:19:24 2016, 3197, -22002, 2622, 16072, 1187, -11961, 4336
Mon Sep 26 15:14:41 2016, 3027, -6290, 2334, 6376, 335, -11201, 2533, Mon Sep 26 15:19:24 2016, 3207, -22474, 1820, 11408, 1059, -12142, 3576
Mon Sep 26 15:14:41 2016, 3037, -7654, 1762, 5842, 885, -11240, 2685, Mon Sep 26 15:19:24 2016, 3217, -22500, 278, 7268, 1995, -11692, 2710
Mon Sep 26 15:14:41 2016, 3047, -7372, 1384, 6672, 1235, -11183, 2699, Mon Sep 26 15:19:24 2016, 3228, -23062, -4142, -150, 3505, -10891, 2540
Mon Sep 26 15:14:41 2016, 3057, -8780, 1330, 7100, 1695, -10960, 2826, Mon Sep 26 15:19:24 2016, 3238, -24014, -9286, -4818, 7161, -9431, 3494
Mon Sep 26 15:14:41 2016, 3067, -9450, 950, 8154, 2032, -10890, 2954, Mon Sep 26 15:19:24 2016, 3248, -29224, -11260, -13132, 9465, -8659, 4474
Mon Sep 26 15:14:41 2016, 3076, -10682, 1050, 8756, 2378, -10994, 3270, Mon Sep 26 15:19:24 2016, 3257, -30068, -7496, -17974, 8922, -6885, 4683
Mon Sep 26 15:14:41 2016, 3087, -11086, 1328, 9264, 2457, -11088, 3465, Mon Sep 26 15:19:24 2016, 3267, -26202, -4824, -20612, 5818, -4548, 3502
Mon Sep 26 15:14:41 2016, 3097, -11476, 2108, 9738, 2271, -11121, 3835, Mon Sep 26 15:19:24 2016, 3277, -22108, -3296, -19094, -829, -32, 554
Mon Sep 26 15:14:41 2016, 3107, -11816, 928, 8784, 1974, -11097, 4076, Mon Sep 26 15:19:24 2016, 3288, -18936, -3936, -12442, -4724, 2753, -1612
Mon Sep 26 15:14:41 2016, 3117, -11604, 680, 9590, 1708, -10889, 4420, Mon Sep 26 15:19:24 2016, 3298, -19816, -4816, -2008, -6956, 5148, -3448
Mon Sep 26 15:14:41 2016, 3127, -11996, 172, 10160, 1692, -10725, 4620, Mon Sep 26 15:19:24 2016, 3308, -20438, -5626, 3958, -6044, 5219, -3604
