walk_data_1.TimeStamp, walk_data_1.timeStamp (ms), walk_data_1.accelX, walk_data_1.accelY, walk_data_1.accelZ, walk_data_1.gyroX, walk_data_1.gyroY, walk_data_1.gyroZ, walk_data_2.TimeStamp, walk_data_2.timeStamp (ms), walk_data_2.accelX, walk_data_2.accelY, walk_data_2.accelZ, walk_data_2.gyroX, walk_data_2.gyroY, walk_data_2.gyroZ
Mon Sep 26 15:14:45 2016, 7467, -4574, 612, 6726, -14, 141, -49, Mon Sep 26 15:19:28 2016, 7648, -4184, 482, 6716, 39, 48, -98
Mon Sep 26 15:14:45 2016, 7477, -4570, 368, 6536, -34, 71, -53, Mon Sep 26 15:19:28 2016, 7659, -4240, 486, 6986, 59, 71, -94
Mon Sep 26 15:14:45 2016, 7487, -4382, 270, 6754, -28, -30, -65, Mon Sep 26 15:19:28 2016, 7668, -4302, 468, 6924, 55, 136, -89
Mon Sep 26 15:14:45 2016, 7497, -4528, 226, 6690, -50, -76, -44, Mon Sep 26 15:19:28 2016, 7678, -4348, 382, 6794, 56, 139, -88
Mon Sep 26 15:14:45 2016, 7507, -4316, 386, 6834, -66, -108, -23, Mon Sep 26 15:19:28 2016, 7688, -4348, 422, 6762, 49, 151, -72
Mon Sep 26 15:14:45 2016, 7517, -4390, 496, 6718, -62, -91, -40, Mon Sep 26 15:19:28 2016, 7698, -4374, 448, 6762, 40, 111, -61
Mon Sep 26 15:14:45 2016, 7527, -4430, 298, 6824, -40, -99, -35, Mon Sep 26 15:19:28 2016, 7708, -4366, 492, 6826, 35, 86, -41
Mon Sep 26 15:14:45 2016, 7537, -4316, 434, 6596, -51, -157, -24, Mon Sep 26 15:19:28 2016, 7718, -4410, 500, 6792, 43, 82, -54
Mon Sep 26 15:14:45 2016, 7547, -4460, 764, 6708, -16, -61, -56, Mon Sep 26 15:19:28 2016, 7728, -4412, 494, 6756, 38, 69, -51
Mon Sep 26 15:14:45 2016, 7557, -4242, 316, 6872, 15, -8, -81, Mon Sep 26 15:19:28 2016, 7738, -4404, 460, 6686, 27, 33, -58
Mon Sep 26 15:14:45 2016, 7567, -4372, 236, 6820, 23, 63, -51, Mon Sep 26 15:19:28 2016, 7747, -4366, 476, 6810, 26, 14, -49
Mon Sep 26 15:14:45 2016, 7577, -4340, 296, 6836, 11, 79, -36, Mon Sep 26 15:19:28 2016, 7758, -4362, 506, 6800, 38, -6, -36
Mon Sep 26 15:14:45 2016, 7587, -4368, 356, 6760, -12, 58, -20, Mon Sep 26 15:19:28 2016, 7768, -4364, 506, 6796, 39, -23, -45
Mon Sep 26 15:14:45 2016, 7597, -4062, 342, 6884, 3, 7, -12, Mon Sep 26 15:19:28 2016, 7778, -4280, 578, 6732, 28, -7, -56
Mon Sep 26 15:14:45 2016, 7607, -4228, 392, 6822, 3, 64, -12, Mon Sep 26 15:19:28 2016, 7787, -4336, 506, 6850, 27, -3, -62
Mon Sep 26 15:14:45 2016, 7618, -4290, 328, 6808, 16, 67, -11, Mon Sep 26 15:19:28 2016, 7797, -4350, 432, 6816, 42, 4, -61
Mon Sep 26 15:14:45 2016, 7628, -4214, 498, 6882, 13, 80, -28, Mon Sep 26 15:19:28 2016, 7807, -4396, 474, 6774, 36, -8, -57
Mon Sep 26 15:14:45 2016, 7638, -4298, 442, 6750, 28, 105, -41, Mon Sep 26 15:19:28 2016, 7817, -4364, 484, 6726, 22, -40, -53
Mon Sep 26 15:14:45 2016, 7648, -4134, 382, 6812, 35, 94, -50, Mon Sep 26 15:19:28 2016, 7827, -4370, 488, 6772, 24, -86, -49
Mon Sep 26 15:14:45 2016, 7657, -4174, 418, 6982, 70, 145, -48, Mon Sep 26 15:19:28 2016, 7838, -4416, 504, 6692, 20, -135, -52
Mon Sep 26 15:14:45 2016, 7666, -4238, 280, 6860, 66, 210, -70, Mon Sep 26 15:19:28 2016, 7847, -4408, 556, 6748, 25, -178, -47
Mon Sep 26 15:14:45 2016, 7677, -4330, 242, 6832, 64, 300, -35, Mon Sep 26 15:19:28 2016, 7858, -4350, 524, 6768, 50, -247, -53
Mon Sep 26 15:14:45 2016, 7687, -4382, 308, 6766, 61, 343, -24, Mon Sep 26 15:19:28 2016, 7867, -4322, 492, 6752, 46, -258, -59
Mon Sep 26 15:14:45 2016, 7696, -4444, 288, 6660, 47, 340, -18, Mon Sep 26 15:19:28 2016, 7877, -4300, 474, 6748, 72, -294, -32
Mon Sep 26 15:14:45 2016, 7707, -4424, 294, 6760, 38, 326, 0, Mon Sep 26 15:19:28 2016, 7887, -4318, 388, 6814, 70, -294, -25
Mon Sep 26 15:14:45 2016, 7716, -4378, 462, 6782, 37, 321, 11, Mon Sep 26 15:19:28 2016, 7898, -4234, 566, 6902, 81, -274, 3
Mon Sep 26 15:14:45 2016, 7727, -4446, 540, 6804, 47, 332, -23, Mon Sep 26 15:19:29 2016, 7908, -4136, 472, 6934, 90, -247, -1
Mon Sep 26 15:14:45 2016, 7736, -4432, 452, 6718, 42, 346, -47, Mon Sep 26 15:19:29 2016, 7918, -4218, 528, 6712, 68, -183, -22
Mon Sep 26 15:14:45 2016, 7747, -4454, 444, 6748, 27, 325, -77, Mon Sep 26 15:19:29 2016, 7927, -4264, 468, 6960, 100, -181, -5
Mon Sep 26 15:14:45 2016, 7756, -4454, 578, 6656, 32, 309, -90, Mon Sep 26 15:19:29 2016, 7937, -4272, 444, 6788, 54, -129, -7
Mon Sep 26 15:14:45 2016, 7767, -4328, 482, 6732, 41, 360, -130, Mon Sep 26 15:19:29 2016, 7947, -4274, 476, 6866, 61, -118, 10
Mon Sep 26 15:14:45 2016, 7777, -4432, 398, 6748, 38, 400, -133, Mon Sep 26 15:19:29 2016, 7958, -4230, 528, 6886, 79, -125, 26
Mon Sep 26 15:14:45 2016, 7787, -4424, 252, 6694, 51, 466, -133, Mon Sep 26 15:19:29 2016, 7967, -4238, 494, 6864, 73, -127, 28
Mon Sep 26 15:14:45 2016, 7797, -4540, 182, 6696, 48, 497, -113, Mon Sep 26 15:19:29 2016, 7978, -4100, 580, 6888, 73, -122, 19
Mon Sep 26 15:14:45 2016, 7807, -4532, 178, 6630, 52, 542, -88, Mon Sep 26 15:19:29 2016, 7987, -4170, 576, 6898, 82, -115, 4
Mon Sep 26 15:14:45 2016, 7817, -4584, 172, 6670, 54, 561, -65, Mon Sep 26 15:19:29 2016, 7997, -4200, 556, 6916, 85, -110, 14
Mon Sep 26 15:14:45 2016, 7827, -4624, 214, 6610, 51, 564, -29, Mon Sep 26 15:19:29 2016, 8008, -4220, 544, 6844, 99, -108, 19
Mon Sep 26 15:14:45 2016, 7837, -4676, 312, 6564, 42, 545, 6, Mon Sep 26 15:19:29 2016, 8018, -4176, 530, 6898, 100, -107, 29
Mon Sep 26 15:14:45 2016, 7847, -4720, 400, 6466, 46, 504, 4, Mon Sep 26 15:19:29 2016, 8027, -4156, 574, 6920, 79, -118, 20
Mon Sep 26 15:14:45 2016, 7857, -4754, 394, 6460, 30, 425, 2, Mon Sep 26 15:19:29 2016, 8037, -4094, 590, 6890, 77, -80, 1
Mon Sep 26 15:14:45 2016, 7868, -4712, 382, 6432, 28, 308, -18, Mon Sep 26 15:19:29 2016, 8048, -4156, 520, 6932, 80, -65, -4
Mon Sep 26 15:14:45 2016, 7878, -4788, 532, 6536, 47, 269, -21, Mon Sep 26 15:19:29 2016, 8058, -4208, 530, 6880, 84, -66, 0
Mon Sep 26 15:14:45 2016, 7888, -4682, 446, 6500, 49, 229, -46, Mon Sep 26 15:19:29 2016, 8068, -4158, 538, 6924, 79, -68, 9
Mon Sep 26 15:14:45 2016, 7897, -4744, 312, 6134, 41, 178, -54, Mon Sep 26 15:19:29 2016, 8078, -4120, 600, 6942, 91, -51, 9
Mon Sep 26 15:14:45 2016, 7907, -4604, 434, 6552, 39, 91, -76, Mon Sep 26 15:19:29 2016, 8087, -4104, 586, 6892, 86, -38, -1
Mon Sep 26 15:14:45 2016, 7917, -4784, 264, 6488, 69, 65, -56, Mon Sep 26 15:19:29 2016, 8097, -4156, 520, 6876, 77, -35, -12
Mon Sep 26 15:14:45 2016, 7927, -4756, 224, 6356, 48, 26, -50, Mon Sep 26 15:19:29 2016, 8107, -4146, 542, 6934, 60, -31, -22
Mon Sep 26 15:14:46 2016, 7937, -4714, 290, 6432, 31, -62, -28, Mon Sep 26 15:19:29 2016, 8117, -4148, 558, 6904, 61, -36, -19
Mon Sep 26 15:14:46 2016, 7947, -4744, 416, 6494, 15, -93, -37, Mon Sep 26 15:19:29 2016, 8128, -4110, 538, 6886, 57, -33, -32
Mon Sep 26 15:14:46 2016, 7957, -4692, 316, 6512, 15, -127, -40, Mon Sep 26 15:19:29 2016, 8138, -4146, 552, 6914, 53, -35, -33
Mon Sep 26 15:14:46 2016, 7967, -4706, 418, 6510, 22, -154, -38, Mon Sep 26 15:19:29 2016, 8148, -4146, 574, 6852, 62, -31, -17
Mon Sep 26 15:14:46 2016, 7977, -4724, 314, 6478, 20, -185, -43, Mon Sep 26 15:19:29 2016, 8158, -4152, 582, 6920, 55, -22, -25
Mon Sep 26 15:14:46 2016, 7987, -4590, 362, 6606, 6, -206, -26, Mon Sep 26 15:19:29 2016, 8167, -4118, 616, 6940, 65, -29, -20
Mon Sep 26 15:14:46 2016, 7997, -4598, 432, 6664, 21, -206, -11, Mon Sep 26 15:19:29 2016, 8178, -4142, 588, 6896, 68, -17, -43
Mon Sep 26 15:14:46 2016, 8007, -4578, 396, 6670, 39, -187, -23, Mon Sep 26 15:19:29 2016, 8188, -4106, 528, 6820, 60, -24, -29
Mon Sep 26 15:14:46 2016, 8017, -4580, 376, 6654, 41, -160, -32, Mon Sep 26 15:19:29 2016, 8198, -4154, 586, 6890, 66, -14, -36
Mon Sep 26 15:14:46 2016, 8026, -4562, 368, 6616, 36, -145, -42, Mon Sep 26 15:19:29 2016, 8208, -4160, 606, 6934, 73, -15, -35
Mon Sep 26 15:14:46 2016, 8037, -4572, 384, 6664, 35, -116, -42, Mon Sep 26 15:19:29 2016, 8218, -4172, 580, 6898, 74, -10, -31
Mon Sep 26 15:14:46 2016, 8047, -4520, 358, 6702, 40, -96, -35, Mon Sep 26 15:19:29 2016, 8228, -4154, 626, 6844, 69, 0, -43
Mon Sep 26 15:14:46 2016, 8057, -4518, 374, 6722, 31, -31, -36, Mon Sep 26 15:19:29 2016, 8238, -4162, 612, 6888, 58, -12, -47
Mon Sep 26 15:14:46 2016, 8067, -4560, 400, 6640, 38, -15, -24, Mon Sep 26 15:19:29 2016, 8248, -4150, 584, 6856, 63, -14, -50
Mon Sep 26 15:14:46 2016, 8077, -4564, 374, 6596, 53, 39, -30, Mon Sep 26 15:19:29 2016, 8258, -4192, 520, 6916, 50, -31, -56
Mon Sep 26 15:14:46 2016, 8086, -4546, 356, 6578, 66, 61, -17, Mon Sep 26 15:19:29 2016, 8267, -4174, 576, 6916, 56, -42, -46
Mon Sep 26 15:14:46 2016, 8097, -4500, 450, 6556, 60, 116, -42, Mon Sep 26 15:19:29 2016, 8278, -4144, 594, 6952, 51, -58, -48
Mon Sep 26 15:14:46 2016, 8106, -4550, 466, 6592, 53, 155, -51, Mon Sep 26 15:19:29 2016, 8287, -4148, 596, 6916, 52, -56, -48
Mon Sep 26 15:14:46 2016, 8117, -4584, 310, 6600, 72, 190, -50, Mon Sep 26 15:19:29 2016, 8298, -4100, 612, 6910, 55, -51, -51
Mon Sep 26 15:14:46 2016, 8127, -4624, 364, 6578, 50, 194, -55, Mon Sep 26 15:19:29 2016, 8308, -4084, 540, 6980, 48, -14, -52
Mon Sep 26 15:14:46 2016, 8138, -4666, 326, 6466, 59, 187, -47, Mon Sep 26 15:19:29 2016, 8318, -4130, 572, 7010, 45, 3, -38
Mon Sep 26 15:14:46 2016, 8147, -4706, 286, 6494, 42, 150, -26, Mon Sep 26 15:19:29 2016, 8328, -4116, 552, 6894, 45, 25, -41
Mon Sep 26 15:14:46 2016, 8158, -4784, 422, 6466, 38, 104, -27, Mon Sep 26 15:19:29 2016, 8338, -4102, 588, 6904, 56, 27, -33
Mon Sep 26 15:14:46 2016, 8167, -4740, 440, 6596, 41, 84, -29, Mon Sep 26 15:19:29 2016, 8347, -4116, 614, 6902, 45, 46, -45
Mon Sep 26 15:14:46 2016, 8177, -4720, 342, 6510, 37, 37, -32, Mon Sep 26 15:19:29 2016, 8358, -4136, 608, 6912, 51, 47, -43
Mon Sep 26 15:14:46 2016, 8187, -4624, 370, 6706, 41, 9, -23, Mon Sep 26 15:19:29 2016, 8368, -4140, 618, 6952, 52, 52, -43
Mon Sep 26 15:14:46 2016, 8197, -4648, 464, 6550, 29, -16, -49, Mon Sep 26 15:19:29 2016, 8378, -4136, 584, 6844, 45, 67, -44
Mon Sep 26 15:14:46 2016, 8206, -4688, 382, 6456, 35, -42, -43, Mon Sep 26 15:19:29 2016, 8388, -4134, 592, 6884, 58, 59, -50
Mon Sep 26 15:14:46 2016, 8217, -4614, 388, 6564, 30, -76, -44, Mon Sep 26 15:19:29 2016, 8398, -4114, 614, 6888, 57, 64, -40
Mon Sep 26 15:14:46 2016, 8227, -4694, 472, 6552, 29, -93, -31, Mon Sep 26 15:19:29 2016, 8408, -4120, 674, 6878, 58, 72, -44
Mon Sep 26 15:14:46 2016, 8237, -4520, 414, 6882, 27, -72, -28, Mon Sep 26 15:19:29 2016, 8418, -4126, 594, 6926, 59, 87, -52
Mon Sep 26 15:14:46 2016, 8247, -4680, 510, 6238, 20, -149, -48, Mon Sep 26 15:19:29 2016, 8427, -4108, 608, 6928, 53, 84, -67
Mon Sep 26 15:14:46 2016, 8257, -4548, 400, 6554, 15, -105, -56, Mon Sep 26 15:19:29 2016, 8438, -4120, 574, 7020, 41, 110, -66
Mon Sep 26 15:14:46 2016, 8267, -4630, 412, 6628, 33, -96, -67, Mon Sep 26 15:19:29 2016, 8448, -4188, 624, 6870, 47, 125, -59
Mon Sep 26 15:14:46 2016, 8277, -4604, 400, 6584, 28, -96, -66, Mon Sep 26 15:19:29 2016, 8458, -4196, 564, 6912, 34, 115, -59
Mon Sep 26 15:14:46 2016, 8287, -4538, 366, 6572, 31, -95, -63, Mon Sep 26 15:19:29 2016, 8468, -4198, 610, 6894, 38, 113, -58
Mon Sep 26 15:14:46 2016, 8297, -4540, 318, 6664, 25, -73, -74, Mon Sep 26 15:19:29 2016, 8478, -4122, 658, 6876, 35, 93, -57
Mon Sep 26 15:14:46 2016, 8307, -4670, 350, 6480, 22, 27, -59, Mon Sep 26 15:19:29 2016, 8488, -4122, 624, 6900, 31, 103, -65
Mon Sep 26 15:14:46 2016, 8317, -4550, 312, 6542, 33, 20, -52, Mon Sep 26 15:19:29 2016, 8498, -4144, 594, 6930, 27, 101, -78
Mon Sep 26 15:14:46 2016, 8327, -4612, 340, 6538, 39, 61, -40, Mon Sep 26 15:19:29 2016, 8508, -4176, 588, 6944, 30, 118, -82
Mon Sep 26 15:14:46 2016, 8337, -4578, 404, 6590, 51, 80, -28, Mon Sep 26 15:19:29 2016, 8517, -4212, 554, 6894, 25, 104, -70
Mon Sep 26 15:14:46 2016, 8347, -4558, 408, 6708, 53, 111, -30, Mon Sep 26 15:19:29 2016, 8527, -4216, 574, 6862, 31, 105, -70
Mon Sep 26 15:14:46 2016, 8356, -4578, 448, 6662, 58, 131, -35, Mon Sep 26 15:19:29 2016, 8537, -4134, 572, 6840, 35, 83, -60
Mon Sep 26 15:14:46 2016, 8367, -4652, 362, 6512, 47, 171, -37, Mon Sep 26 15:19:29 2016, 8547, -4168, 618, 6872, 27, 90, -75
Mon Sep 26 15:14:46 2016, 8377, -4680, 416, 6556, 53, 170, -51, Mon Sep 26 15:19:29 2016, 8558, -4160, 628, 6950, 10, 109, -83
Mon Sep 26 15:14:46 2016, 8387, -4670, 392, 6526, 36, 183, -35, Mon Sep 26 15:19:29 2016, 8567, -4210, 614, 6886, 14, 112, -92
Mon Sep 26 15:14:46 2016, 8397, -4692, 376, 6492, 50, 176, -45, Mon Sep 26 15:19:29 2016, 8578, -4238, 550, 6880, 14, 123, -79
Mon Sep 26 15:14:46 2016, 8407, -4700, 388, 6556, 40, 142, -34, Mon Sep 26 15:19:29 2016, 8588, -4246, 508, 6836, 23, 105, -73
Mon Sep 26 15:14:46 2016, 8417, -4676, 486, 6496, 35, 123, -53, Mon Sep 26 15:19:29 2016, 8597, -4200, 588, 6900, 15, 102, -59
Mon Sep 26 15:14:46 2016, 8427, -4668, 392, 6530, 41, 120, -58, Mon Sep 26 15:19:29 2016, 8608, -4206, 676, 6836, 23, 88, -73
Mon Sep 26 15:14:46 2016, 8437, -4682, 418, 6606, 37, 95, -68, Mon Sep 26 15:19:29 2016, 8617, -4274, 580, 6828, -6, 82, -86
Mon Sep 26 15:14:46 2016, 8447, -4652, 430, 6584, 31, 91, -80, Mon Sep 26 15:19:29 2016, 8627, -4268, 550, 6920, -4, 78, -83
Mon Sep 26 15:14:46 2016, 8457, -4654, 370, 6528, 40, 81, -77, Mon Sep 26 15:19:29 2016, 8638, -4252, 582, 6822, 18, 71, -70
Mon Sep 26 15:14:46 2016, 8468, -4642, 356, 6560, 47, 80, -70, Mon Sep 26 15:19:29 2016, 8647, -4286, 584, 6852, 12, 48, -71
Mon Sep 26 15:14:46 2016, 8478, -4634, 316, 6584, 32, 79, -48, Mon Sep 26 15:19:29 2016, 8658, -4250, 562, 6848, 23, 36, -63
Mon Sep 26 15:14:46 2016, 8488, -4704, 428, 6524, 28, 89, -54, Mon Sep 26 15:19:29 2016, 8668, -4204, 618, 6836, 26, 25, -62
Mon Sep 26 15:14:46 2016, 8497, -5018, 474, 6218, 51, 103, -75, Mon Sep 26 15:19:29 2016, 8678, -4208, 586, 6902, 21, 50, -75
Mon Sep 26 15:14:46 2016, 8507, -4688, 364, 6594, 25, 125, -64, Mon Sep 26 15:19:29 2016, 8688, -4226, 580, 6874, 22, 64, -78
Mon Sep 26 15:14:46 2016, 8516, -4696, 350, 6566, 34, 100, -52, Mon Sep 26 15:19:29 2016, 8697, -4294, 516, 6830, 31, 79, -74
Mon Sep 26 15:14:46 2016, 8527, -4738, 394, 6552, 33, 90, -40, Mon Sep 26 15:19:29 2016, 8708, -4286, 512, 6786, 38, 77, -72
Mon Sep 26 15:14:46 2016, 8537, -4710, 372, 6466, 36, 66, -38, Mon Sep 26 15:19:29 2016, 8717, -4282, 582, 6878, 28, 71, -53
Mon Sep 26 15:14:46 2016, 8547, -4662, 424, 6598, 34, 60, -55, Mon Sep 26 15:19:29 2016, 8727, -4262, 554, 6838, 32, 53, -49
Mon Sep 26 15:14:46 2016, 8557, -4674, 452, 6548, 31, 60, -58, Mon Sep 26 15:19:29 2016, 8738, -4260, 598, 6792, 27, 54, -58
Mon Sep 26 15:14:46 2016, 8567, -4648, 424, 6600, 36, 85, -73, Mon Sep 26 15:19:29 2016, 8747, -4286, 582, 6812, 29, 47, -64
Mon Sep 26 15:14:46 2016, 8577, -4666, 406, 6570, 50, 118, -68, Mon Sep 26 15:19:29 2016, 8758, -4256, 564, 6834, 17, 31, -59
Mon Sep 26 15:14:46 2016, 8587, -4724, 348, 6458, 46, 140, -59, Mon Sep 26 15:19:29 2016, 8768, -4272, 576, 6788, 17, 28, -63
Mon Sep 26 15:14:46 2016, 8597, -4738, 318, 6494, 59, 140, -46, Mon Sep 26 15:19:29 2016, 8778, -4252, 544, 6812, 7, -1, -53
Mon Sep 26 15:14:46 2016, 8607, -4680, 404, 6496, 49, 129, -39
Mon Sep 26 15:14:46 2016, 8617, -4642, 412, 6608, 58, 141, -25
Mon Sep 26 15:14:46 2016, 8627, -4704, 438, 6460, 42, 172, -36
Mon Sep 26 15:14:46 2016, 8637, -4680, 388, 6538, 47, 177, -38
Mon Sep 26 15:14:46 2016, 8647, -4796, 368, 6592, 61, 204, -60
Mon Sep 26 15:14:46 2016, 8657, -4740, 362, 6492, 55, 189, -37
Mon Sep 26 15:14:46 2016, 8667, -4698, 412, 6482, 56, 196, -39
Mon Sep 26 15:14:46 2016, 8677, -4742, 358, 6542, 52, 195, -14
Mon Sep 26 15:14:46 2016, 8687, -4740, 450, 6556, 51, 208, -30
Mon Sep 26 15:14:46 2016, 8696, -4796, 446, 6484, 60, 206, -37
Mon Sep 26 15:14:46 2016, 8707, -4834, 358, 6430, 59, 190, -41
Mon Sep 26 15:14:46 2016, 8717, -4860, 374, 6450, 45, 167, -49
Mon Sep 26 15:14:46 2016, 8727, -4792, 334, 6418, 52, 130, -31
Mon Sep 26 15:14:46 2016, 8736, -4768, 422, 6440, 50, 130, -33
Mon Sep 26 15:14:46 2016, 8747, -4738, 376, 6418, 48, 116, -24
Mon Sep 26 15:14:46 2016, 8757, -4802, 384, 6454, 58, 114, -34
Mon Sep 26 15:14:46 2016, 8767, -4820, 388, 6346, 53, 104, -35
Mon Sep 26 15:14:46 2016, 8777, -4812, 362, 6418, 54, 80, -28
Mon Sep 26 15:14:46 2016, 8788, -4842, 386, 6480, 40, 57, -32
Mon Sep 26 15:14:46 2016, 8798, -4804, 396, 6450, 45, 28, -31
Mon Sep 26 15:14:46 2016, 8808, -4822, 452, 6494, 36, 34, -44
Mon Sep 26 15:14:46 2016, 8818, -4796, 374, 6476, 31, 31, -41
Mon Sep 26 15:14:46 2016, 8827, -4798, 438, 6474, 29, 34, -55
Mon Sep 26 15:14:46 2016, 8838, -4840, 442, 6392, 35, 11, -57
Mon Sep 26 15:14:46 2016, 8848, -4800, 378, 6458, 33, -5, -43
Mon Sep 26 15:14:46 2016, 8858, -4812, 418, 6408, 36, -15, -43
Mon Sep 26 15:14:46 2016, 8868, -4838, 384, 6452, 36, -16, -34
Mon Sep 26 15:14:46 2016, 8878, -4816, 368, 6450, 48, -14, -30
Mon Sep 26 15:14:46 2016, 8888, -4768, 456, 6410, 26, -13, -57
Mon Sep 26 15:14:46 2016, 8897, -4810, 448, 6394, 43, 3, -66
Mon Sep 26 15:14:46 2016, 8907, -4792, 336, 6430, 43, 27, -60
Mon Sep 26 15:14:46 2016, 8917, -4822, 350, 6466, 52, 43, -54
Mon Sep 26 15:14:46 2016, 8928, -4786, 324, 6478, 46, 50, -31
Mon Sep 26 15:14:47 2016, 8937, -4820, 388, 6418, 45, 66, -41
Mon Sep 26 15:14:47 2016, 8947, -4876, 448, 6362, 52, 55, -33
Mon Sep 26 15:14:47 2016, 8957, -4728, 398, 6410, 42, 61, -24
Mon Sep 26 15:14:47 2016, 8967, -4812, 420, 6532, 38, 69, -20
Mon Sep 26 15:14:47 2016, 8977, -4818, 376, 6442, 46, 76, -29
Mon Sep 26 15:14:47 2016, 8987, -4814, 378, 6426, 42, 70, -15
Mon Sep 26 15:14:47 2016, 8997, -4816, 446, 6454, 38, 73, -18
Mon Sep 26 15:14:47 2016, 9006, -4746, 454, 6488, 43, 73, -31
Mon Sep 26 15:14:47 2016, 9017, -4836, 394, 6392, 40, 84, -35
Mon Sep 26 15:14:47 2016, 9027, -4828, 402, 6464, 49, 86, -37
Mon Sep 26 15:14:47 2016, 9037, -4884, 368, 6368, 55, 80, -38
Mon Sep 26 15:14:47 2016, 9047, -4864, 382, 6376, 51, 68, -20
Mon Sep 26 15:14:47 2016, 9057, -4840, 396, 6364, 57, 52, -15
Mon Sep 26 15:14:47 2016, 9067, -4810, 424, 6444, 57, 29, 1
Mon Sep 26 15:14:47 2016, 9077, -4858, 458, 6418, 56, 23, -14
Mon Sep 26 15:14:47 2016, 9087, -4834, 450, 6406, 48, 20, -28
Mon Sep 26 15:14:47 2016, 9097, -4828, 470, 6280, 44, 3, -46
Mon Sep 26 15:14:47 2016, 9107, -4768, 432, 6714, 51, -6, -30
Mon Sep 26 15:14:47 2016, 9117, -4848, 502, 6398, 43, -11, -34
Mon Sep 26 15:14:47 2016, 9127, -4812, 456, 6438, 55, 1, -39
Mon Sep 26 15:14:47 2016, 9137, -4790, 418, 6448, 41, 8, -40
Mon Sep 26 15:14:47 2016, 9147, -4848, 442, 6454, 39, 10, -40
Mon Sep 26 15:14:47 2016, 9157, -4862, 406, 6438, 48, 29, -39
Mon Sep 26 15:14:47 2016, 9167, -4922, 404, 6410, 47, 17, -43
Mon Sep 26 15:14:47 2016, 9177, -4850, 446, 6416, 47, -3, -31
Mon Sep 26 15:14:47 2016, 9187, -4822, 430, 6516, 57, -11, -26
Mon Sep 26 15:14:47 2016, 9197, -4838, 456, 6362, 28, 0, -34
Mon Sep 26 15:14:47 2016, 9207, -4834, 438, 6454, 41, -15, -43
Mon Sep 26 15:14:47 2016, 9216, -4844, 420, 6410, 40, -7, -41
Mon Sep 26 15:14:47 2016, 9227, -4886, 436, 6402, 43, -7, -28
Mon Sep 26 15:14:47 2016, 9236, -4842, 400, 6348, 40, -29, -39
Mon Sep 26 15:14:47 2016, 9246, -4840, 500, 6456, 32, -37, -36
Mon Sep 26 15:14:47 2016, 9256, -4856, 436, 6408, 30, -49, -43
Mon Sep 26 15:14:47 2016, 9267, -4840, 466, 6466, 30, -52, -49
Mon Sep 26 15:14:47 2016, 9277, -4850, 466, 6432, 27, -48, -56
Mon Sep 26 15:14:47 2016, 9286, -4818, 404, 6460, 31, -59, -55
Mon Sep 26 15:14:47 2016, 9296, -4778, 456, 6396, 24, -88, -57
Mon Sep 26 15:14:47 2016, 9307, -4786, 426, 6410, 32, -76, -46
Mon Sep 26 15:14:47 2016, 9317, -4830, 418, 6448, 29, -80, -45
Mon Sep 26 15:14:47 2016, 9326, -4764, 398, 6512, 37, -81, -47
Mon Sep 26 15:14:47 2016, 9336, -4790, 448, 6446, 42, -57, -41
Mon Sep 26 15:14:47 2016, 9347, -4770, 434, 6466, 35, -33, -54
Mon Sep 26 15:14:47 2016, 9357, -4768, 400, 6452, 28, -25, -57
Mon Sep 26 15:14:47 2016, 9367, -4798, 396, 6476, 32, -14, -48
Mon Sep 26 15:14:47 2016, 9376, -4830, 384, 6458, 33, -12, -37
Mon Sep 26 15:14:47 2016, 9387, -4782, 388, 6406, 29, -23, -42

walk_data_1
, accelX, accelY, accelZ, gyroX, gyroY, gyroZ
Min, -32768, -30218, -17002, -8962, -11314, -6610
Max, 32767, 32767, 32767, 10893, 18154, 6502
Mean, -6253.24, 1175.99, 7416.93, 328.049, 79.466, 130.403
Good to Corrupt Data Ratio, 0.959574, 0.958511, 0.982979, 0.984043, 0.975532, 1

walk_data_2
, accelX, accelY, accelZ, gyroX, gyroY, gyroZ
Min, -32768, -19646, -20612, -6956, -12648, -5900
Max, 20188, 21898, 32767, 9465, 17686, 6327
Mean, -6841.76, 1003.06, 7461.96, 346.605, 87.9443, 106.564
Good to Corrupt Data Ratio, 0.973287, 0.984901, 0.957027, 0.95935, 1, 1
